Produto	Descrição	Família	Origem
RB001	REPROCESSO BISCOITO	10001	100
RB002	FANTASMA	10001	100
RI001	RETALHO MACARRAO INSTANTANEO	10003	100
RM001	REPROCESSO MASSA	10002	100
RM002	REPROCESSO MASSA INTEGRAL	10002	100
RTB001	RETALHO BISCOITO MARIA	10004	100
001	REFUGO MACARRAO INSTANTANEO	11003	110
002	RESIDUOS PAPELAO	11004	110
003	RESIDUOS PLASTICO	11004	110
004	RESIDUOS STRECH	11004	110
005	REFUGO BISCOITO	11001	110
E00338	RIBBON CERA 110 X 91	2001	20
E00339	FITA ADESIVA 45 MM X 1200 M	2001	20
E00340	FITA ADESIVA 45 MM X 100 M	2001	20
E00341	FITILHO AUTO ADESIVO VERMELHO 2,00	2001	20
E00342	FITA HOT STAMPING 35X122M PRETO	2001	20
E00343	ETIQUETA FARDO BRANCA 100 X 50	2001	20
E00344	RIBBON FORNO E MI 34 X 500	2001	20
E00345	INATIVO RIBBON MASSA CORTADA 33 X 450	2001	20
E00398	EXCLUIR	2001	20
E00399	BOBINA FILME STRETCH MASSA SELMI	2001	20
E00413	INATIVO FORMA P/QUICHE	2001	20
E00414	EXCLUIR	2001	20
E00415	EXCLUIR	2001	20
E00416	EXCLUIR	2001	20
E00417	EXCLUIR	2001	20
E00418	EXCLUIR	2001	20
E00419	EXCLUIR	2001	20
E00420	EXCLUIR	2001	20
E00421	EXCLUIR	2001	20
E00422	EXCLUIR	2001	20
E00423	EXCLUIR	2001	20
E00424	EXCLUIR	2001	20
E00425	EXCLUIR	2001	20
E00426	EXCLUIR	2001	20
E00427	EXCLUIR	2001	20
E00428	EXCLUIR	2001	20
E00429	EXCLUIR	2001	20
E00430	EXCLUIR	2001	20
E00431	EXCLUIR	2001	20
E00432	EXCLUIR	2001	20
E00433	EXCLUIR	2001	20
E00434	EXCLUIR	2001	20
E00435	EXCLUIR	2001	20
E00436	EXCLUIR	2001	20
E00437	EXCLUIR	2001	20
E00438	EXCLUIR	2001	20
E00439	EXCLUIR	2001	20
E00440	EXCLUIR	2001	20
E00441	EXCLUIR	2001	20
E00442	EXCLUIR	2001	20
E00443	EXCLUIR	2001	20
E00475	INATIVO BOBINA FILME STRETCH BELLA DICA	2001	20
E00477	BOBINA FILME INTERNO BI 220 MM 30µ BOPP EMPILHADO	2001	20
E00515	ROTULO MASSA PENNE FILLER COM OVOS	2001	20
E00516	ROTULO MASSA PENNE SANTA FELICIDADE COM OVOS	2001	20
E00517	ROTULO MASSA PARAFUSO GERMANI COM OVOS	2001	20
E00518	ROTULO MASSA PARAFUSO COM OVOS COROA	2001	20
E00519	ROTULO MASSA PARAFUSO FILLER COM OVOS	2001	20
E00520	ROTULO MASSA PARAFUSO SANTA FELICIDADE COM OVOS	2001	20
E00521	ROTULO MASSA PARAFUSO GREEN SEM OVOS	2001	20
E00522	ROTULO MASSA PENNE GREEN SEM OVOS	2001	20
E00523	ROTULO MASSA TORTILHONE GERMANI COM OVOS	2001	20
E00524	ROTULO MASSA PENNE COROA COM OVOS	2001	20
E00525	ROTULO MASSA PENNE GERMANI SEM OVOS	2001	20
E00526	ROTULO MASSA PENNE GERMANI COM OVOS	2001	20
E00527	ROTULO MASSA RIGATE GERMANI COM OVOS	2001	20
E00528	ROTULO MASSA PARAFUSO GERMANI SEM OVOS	2001	20
E00529	ROTULO MASSA PARAFUSO GERMANI SEM OVOS KG	2001	20
E00530	ROTULO MASSA PARAFUSO SANTA FELICIDADE SEM OVOS	2001	20
E00531	ROTULO MASSA ESPAGUETE COM OVOS SANTA FELICIDADE	2001	20
E00532	ROTULO MASSA ESPAGUETE SEM OVOS SANTA FELICIDADE	2001	20
E00533	ROTULO MASSA ESPAGUETE SEM OVOS GREEN	2001	20
E00534	ROTULO MASSA ESPAGUETE COM OVOS FILLER	2001	20
E00535	ROTULO MASSA ESPAGUETE SEM OVOS GERMANI 500G	2001	20
E00536	ROTULO MASSA ESPAGUETE SEM OVOS GERMANI KG	2001	20
E00537	ROTULO MASSA ESPAGUETE COM OVOS GERMANI	2001	20
E00538	ROTULO MASSA ESPAGUETE COM OVOS COROA	2001	20
E00539	ROTULO MASSA ESPAGUETE INTEGRAL LEVIT	2001	20
E00540	ROTULO MASSA ESPAGUETE INTEGRAL VILONI	2001	20
E00541	ROTULO MASSA ESPAGUETE FLAMBOYANT SEM OVOS KG	2001	20
E00542	ROTULO MASSA ESPAGUETE SEM OVOS COLOLO	2001	20
E00543	ROTULO MASSA ESPAGUETE COM OVOS FLAMBOYANT 500G	2001	20
E00544	ROTULO MASSA ESPAGUETE SEM OVOS FLAMBOYANT 500G	2001	20
E00644	ROTULO FARDO MASSA MODELO 3	2001	20
E00645	ROTULO FARDO MASSA MODELO 4	2001	20
E00806	RIBBON  MASSA CORTADA 33 X 600	2001	20
E00807	ETIQUETA FARDO BRANCA 100X70	2001	20
E00808	SACO TRANSPARENTE PP 14 CM X 18 CM X 0,008 MICRAS	2001	20
E00809	SACO TRANSPARENTE PP 16 CM X 30 CM X 0,008 MICRAS	2001	20
E00810	SACO TRANSPARENTE PP 21 CM X 30 CM X 0,008 MICRAS	2001	20
E00811	SACO TRANSPARENTE PP 25 CM X 37 CM	2001	20
E00815	BOBINA FILME ENCOLHIVEL PVC 28 CM X 30 M	2001	20
E00816	BOBINA FILME ENCOLHIVEL PVC 38 CM X 30 M	2001	20
E00839	CLICHE	2001	20
E00913	SACOLA LOJA TAMANHO MEDIA	2001	20
E00914	SACOLA LOJA TAMANHO GRANDE	2001	20
E00945	INATIVO - GELLO	2001	20
E00952	GELO	2001	20
E01012	SACO TRANSPARENTE PP 12 CM X 20 CM X 0,008 MICRAS	2001	20
E01027	PALHA DE MADEIRA	2001	20
E01037	FECHO DOURADO 4MMX11CM CROMUS	2001	20
E01060	FORMA GRAND GATEAU	2001	20
E01061	ROTULO MASSA ESPAGUETE GRANO DURO CASA GERMANI	2001	20
E01062	ROTULO MASSA PENNE GRANO DURO CASA GERMANI	2001	20
E01063	ROTULO MASSA PARAFUSO GRANO DURO CASA GERMANI	2001	20
E01112	TAG PANETONE GOTAS	2001	20
E01113	TAG PANETONE TRADICIONAL	2001	20
E01114	TAG PANETONE TRUFADO AO LEITE	2001	20
E01115	TAG PANETONE TRUFADO AVELA	2001	20
E01116	TAG PANETONE TRUFADO DOCE DE LEITE	2001	20
E01117	TAG PANETONE TRUGADO PISTACHE	2001	20
E01118	ETIQUETA PANETONE GOTAS	2001	20
E01119	ETIQUETA PANETONE TRADICIONAL	2001	20
E01120	ETIQUETA PANETONE TRUFADO AO LEITE	2001	20
E01121	ETIQUETA PANETONE TRUFADO AVELA	2001	20
E01122	ETIQUETA PANETONE TRUFADO DOCE DE LEITE	2001	20
E01123	ETIQUETA PANETONE TRUFADO PISTACHE	2001	20
E01139	LACRE DE PALHA PARA TAG	2001	20
E01164	GARRAFA AMOSTRA AROMAS	2001	20
E01167	TAG PANETONE TRUFADO FRAMBOESA	2001	20
E01168	ETIQUETA PANETONE TRUFADO FRAMBOESA	2001	20
E01171	TAG QUADRADA BOMBONS NATAL	2001	20
E01195	TAG PASCOA 2026	2001	20
E01225	FECHO DOURADO 4 MM X 11 CM	2001	20
MB001	MISTURA BISCOITO MARIA	20001	200
MB002	MISTURA BISCOITO BROA DE MILHO	20001	200
MB003	MISTURA BISCOITO MARIA CHOCOLATE	20001	200
MB004	MISTURA BISCOITO MAIZENA	20001	200
MB005	MISTURA BISCOITO LEITE LAMINADO	20001	200
MB006	MISTURA BISCOITO ROSCA DE CHOCOLATE	20001	200
MB007	MISTURA BISCOITO ROSCA COCO	20001	200
MB008	MISTURA BISCOITO ROSCA LEITE	20001	200
MB009	INATIVO MISTURA BISCOITO ROSCA GLACE	20001	200
MB010	INATIVO MISTURA GLACE	20001	200
MB011	MISTURA BISCOITO AGUA E SAL	20001	200
MB012	MISTURA BISCOITO SUZI CROCK	20001	200
MB013	MISTURA BISCOITO GRISSINI	20001	200
MB014	MISTURA BISCOITO DUAS CORES CHOCOLATE	20001	200
MB015	MISTURA BISCOITO DUAS CORES CAFE	20001	200
MB016	MISTURA BISCOITO DUAS CORES LEITE	20001	200
MB017	MISTURA BISCOITO MIGNON	20001	200
MB018	MISTURA BISCOITO INTEGRAL	20001	200
MB019	INATIVO MISTURA BISCOITO MEL COM GLACE	20001	200
MB020	MISTURA BISCOITO BUTTER CRACKER	20001	200
MB021	MISTURA BISCOITO AMANTEIGADO SORTIDO	20001	200
MB022	MISTURA BISCOITO COOKIES LARANJA COM GRANOLA	20001	200
MB023	MISTURA BISCOITO COOKIES AVEIA E MEL	20001	200
MB024	MISTURA BISCOITO COOKIES CHOCOLATE COM GOTAS	20001	200
MB025	INATIVO MISTURA BISCOITO MULTIGRAOS	20001	200
MB026	MISTURA BISCOITO CACAU E CEREAIS	20001	200
MB027	MISTURA BISCOITO LEITE E CEREAIS	20001	200
MB028	MISTURA BISCOITO FRUTAS E CEREAIS	20001	200
MB029	MISTURA BISCOITO TRICKS	20001	200
MB030	MISTURA BISCOITO DUAS CORES BANANA	20001	200
MB031	MISTURA BISCOITO CASEIRO NATA	20001	200
MB032	MISTURA BISCOITO MINI MARIA	20001	200
MB033	MISTURA BISCOITO FOLHADO	20001	200
MB034	INATIVO MISTURA BISCOITO MEL LAMINADO	20001	200
MB035	MISTURA BISCOITO BARRINHA	20001	200
MB036	MISTURA BISCOITO PISTACHE	20001	200
MB037	MISTURA BISCOITO LIMAO	20001	200
MB038	MISTURA BISCOITO BARRINHA DE CHOCOLATE	20001	200
MB039	MISTURA BISCOITO SUZI CROCK BACON	20001	200
MB040	MISTURA BISCOITO SUZI CROCK QUEIJO	20001	200
MB041	MISTURA BISCOITO TRICKS CHURRASCO	20001	200
MB042	MISTURA BISCOITO TRICKS QUEIJO	20001	200
MB043	MISTURA BISCOITO ALFAJOR	20001	200
MB044	MISTURA BISCOITO CATTERINO LEITE	20001	200
MB045	MISTURA BISCOITO CATTERINO BLACK	20001	200
MB046	MISTURA BISCOITO CATTERINO LEITE ZERO	20001	200
MB047	MISTURA BISCOITO CATTERINO BLACK ZERO	20001	200
MC001	MISTURA CORSETTI FAROFA	20004	200
MC002	MISTURA CORSETTI SOPAO CARNE	20004	200
MC003	MISTURA CORSETTI SOPAO GALINHA	20004	200
MC004	MISTURA CORSETTI CAPPUCCINO	20004	200
MC005	MISTURA CORSETTI POLENTA	20004	200
MCC001	MISTURA RECHEIO EGG FRAPE	20007	200
MCC002	MISTURA GANACHE DE QUEIJO	20007	200
MCC003	MISTURA PAO DE MIGA	20007	200
MCC004	MISTURA MOLHO DE TOMATE	20007	200
MCC005	MISTURA MASSA PIZZA	20007	200
MCC006	MISTURA SORVETE CHOCOLATE	20007	200
MCC007	MISTURA SORVETE BAUNILHA	20007	200
MCC008	MISTURA MASSA CALZONE	20007	200
MCC009	MISTURA RECHEIO RABANADA	20007	200
MCC010	MISTURA MASSA CACHORRINHO	20007	200
MCC011	MISTURA MOLHO CACHORRINHO	20007	200
MCC012	MISTURA MASSA EMPANADA	20007	200
MCC013	MISTURA MOLHO EMPANADA DE CARNE	20007	200
MCC014	MISTURA MASSA FOLHADA CONFEITARIA	20007	200
MCC015	MISTURA RECHEIO CALZONE DE FRANGO	20007	200
MCH001	MISTURA RECHEIO BRANCO COM CARAMELO	20006	200
MCH002	MISTURA RECHEIO DE QUEIJO	20006	200
MCH003	MISTURA RECHEIO BRANCO	20006	200
MCH004	MISTURA RECHEIO BRANCO COM CAFE	20006	200
MCH005	MISTURA RECHEIO BRANCO COM MENTA	20006	200
MCH006	MISTURA RECHEIO BRANCO COM MANGA	20006	200
MCH007	MISTURA RECHEIO BRANCO COM LARANJA	20006	200
MCH008	INATIVO MISTURA RECHEIO BRANCO COM PISTACHE	20006	200
MCH009	MISTURA GANACHE CHOCOLATE AO LEITE	20006	200
MCH010	MISTURA GANACHE AO LEITE ZERO	20006	200
MCH011	MISTURA RECHEIO DOCE DE LEITE COM BERGAMOTA	20006	200
MCH012	MISTURA GANACHE BRANCO ZERO COM CAFE	20006	200
MCH013	MISTURA RECHEIO CARAMELO COM LARANJA	20006	200
MCH014	MISTURA RECHEIO BRANCO COM MORANGO	20006	200
MCH015	MISTURA GANACHE BRANCO ZERO	20006	200
MCH016	MISTURA RECHEIO BRANCO COM BANANA	20006	200
MCH017	MISTURA RECHEIO LIMAO	20006	200
MCH018	MISTURA GANACHE PISTACHE ZERO	20006	200
MCH019	MISTURA GANACHE GIANDUIA	20006	200
MCH020	MISTURA RECHEIO AVELA COM CACAU	20006	200
MCH021	MISTURA RECHEIO AVELA	20006	200
MCH022	MISTURA CHOCOLATE AO LEITE ZERO	20006	200
MCH023	MISTURA RECHEIO  CHOCOLATE BRANCO CATTERINO	20006	200
MCH024	MISTURA RECHEIO CHOCOLATE AO LEITE CATTERINO	20006	200
MCH025	MISTURA RECHEIO CAFE COM WHISKY	20006	200
MCH026	MISTURA RECHEIO PISTACHE PASCOA CATTERINO	20006	200
MCH027	MISTURA CREME DE PISTACHE	20006	200
MCH028	MISTURA MOUSSE MARACUJA	20006	200
MCH029	MISTURA GANACHE MEIO AMARGO CONFEITARIA	20006	200
MCH030	MISTURA MOUSSE DE LIMAO	20006	200
MCH031	MISTURA MOUSSE AO LEITE	20006	200
MCH032	MISTURA CHOCOLATE BRANCO ZERO	20006	200
MCH033	MISTURA CHOCOLATE AO LEITE	20006	200
MCH034	MISTURA CHOCOLATE MEIO AMARGO	20006	200
MCH035	MISTURA CHOCOLATE BRANCO	20006	200
MCH036	MISTURA MERENGUE	20006	200
MCH037	MISTURA RECHEIO CHOCOLATE MEIO AMARGO CATTERINO	20006	200
MCH038	MISTURA RECHEIO FRAMBOESA	20006	200
MCH039	MISTURA CREME BRULE	20006	200
MCH040	MISTURA CHOCOLATE MEIO AMARGO ZERO	20006	200
MCH041	MISTURA CHOCOLATE AMARGO 75	20006	200
MCH042	MISTURA RECHEIO FRUTAS VERMELHAS	20006	200
MCH043	MISTURA CHOCOLATE AMARGO 85	20006	200
MCT001	MISTURA CHOCOLATE AO LEITE CATTE	20009	200
MI001	MISTURA MACARRAO INSTANTANEO	20003	200
MI002	MISTURA MACARRAO INSTANTANEO INTEGRAL	20003	200
MM001	MISTURA MASSA COM OVOS LONGA	20002	200
MM002	MISTURA MASSA SEM OVOS LONGA	20002	200
MM003	MISTURA MASSA COM OVOS CURTA	20002	200
MM004	MISTURA MASSA SEM OVOS CURTA	20002	200
MM005	MISTURA MASSA SEM OVOS GALO	20002	200
MM006	MISTURA MASSA COM OVOS BOMGRADO	20002	200
MM007	MISTURA MASSA COM OVOS CORTADA INTEIRA	20002	200
MM008	MISTURA MASSA SEM OVOS CORTADA INTEIRA	20002	200
MM009	MISTURA MASSA GRANO DURO	20002	200
MM010	MISTURA MASSA COM OVOS LONGA INTEIRA	20002	200
MM011	MISTURA MASSA INTEGRAL	20002	200
MM012	INATIVO MISTURA MASSA COM OVOS CORTADA FANTASTICO	20002	200
MM013	MISTURA MASSA COM OVOS CORTADA BELLA DICA	20002	200
MM014	MISTURA MASSA COM OVOS LONGA BELLA DICA	20002	200
MM015	MISTURA MASSA SEM OVOS LONGA INTEIRA	20002	200
MRT001	MISTURA RECHEIO AVELA COM CACAU	20008	200
C00294	CAIXA PAPELAO CPG 23 GERMANI BISCOITO EMPILHADO	3002	30
C00295	INATIVO CAIXA PAPELAO CPF 10 FILLER BISCOITO EMPILHADO	3002	30
C00296	CAIXA PAPELAO CPG 01 GERMANI BISCOITO SORTIDO/ROSCA CHOC	3002	30
C00297	CAIXA PAPELAO CPG 06 GERMANI GRISSINI	3002	30
C00298	CAIXA PAPELAO CPG 07 GERMANI MASSA INSTANTANEA 63G	3002	30
C00299	CAIXA PAPELAO CPG 16 GERMANI BISCOITO	3002	30
C00300	CAIXA PAPELAO CPG 26 GERMANI GRISSINI ITALIANO 75G	3002	30
C00301	CAIXA PAPELAO CPG 02 GERMANI BISCOITO 300G	3002	30
C00302	CAIXA PAPELAO CPCO 8 CEREAL VITA GRANOLA CEREAIS FRUTAS	3002	30
C00303	CAIXA PAPELAO CPG 05 GERMANI BISCOITO EMPILHADO 200G	3002	30
C00304	CAIXA PAPELAO CPCO 12 CORSETTI SOPAS	3002	30
C00305	CAIXA PAPELAO CPL 02 LEVIT BISCOITO MOLDADO	3002	30
C00306	CAIXA PAPELAO CPC 08 COROA TRICKS	3002	30
C00307	CAIXA PAPELAO CPG 29 GERMANI/COROA BISCOITOS	3002	30
C00308	CAIXA PAPELAO CPG 14 GERMANI CEVADA/CAP 6 UN	3002	30
C00309	CAIXA PAPELAO CPL 06 LEVIT BISCOITO MOLDADO 12 UM	3002	30
C00310	CAIXA PAPELAO CPCO 15 SOBERANA AVEIA LICITACAO	3002	30
C00311	INATIVO REFORCO CAIXA PAPELAO R15	3002	30
C00312	CAIXA PAPELAO CPG 30 GERMANI EMPILHADOS 345G	3002	30
C00313	INATIVO CAIXA PAPELAO CPT 14 ISABELA MAC INSTANTENEO	3002	30
C00314	CAIXA PAPELAO CPT 107 DALLAS EMPILHADOS 345G	3002	30
C00315	CAIXA PAPELAO CPT 18 COLOLO INSTANTANEO	3002	30
C00316	CAIXA PAPELAO CPC 26 COROA PALITINHO 75G	3002	30
C00317	CAIXA PAPELAO CPG 08 GERMANI BISCOITO CHAMPAGNE	3002	30
C00318	INATIVO CAIXA PAPELAO CPT 12 VITAL BISCOITO RECHEADO	3002	30
C00319	INATIVO CAIXA PAPELAO CPT 09 YPIRANGA BISCOITO RECHEADO	3002	30
C00320	CAIXA PAPELAO CPG 13 GERMANI AMIDO 200G	3002	30
C00377	EXCLUIR	3002	30
C00378	EXCLUIR	3002	30
C00557	INATIVO CAIXA PAPELAO CPT 19 DUKITAS BISCOITO EMPILHADOS	3002	30
C00592	CAIXA PAPELAO CPCAT 01 CATTERINO BISCOITO COM CHOCOLATE	3002	30
C00593	CAIXA PAPELAO CPCAT 02 CATTERINO BOMBOM	3002	30
C00693	CAIXA PAPELAO CPCO 4 CORSETTI CEVADA SOLUVEL	3002	30
C00694	CAIXA PAPELAO CPG 32 GERMANI BISCOITOS SOLTO SALGADO	3002	30
C00695	EXCLUIR	3002	30
C00696	EXCLUIR	3002	30
C00812	CAIXA PAPELAO CPC 50 CATTERINO BOMBONS	3002	30
C00813	EXCLUIR	3002	30
C00814	EXCLUIR	3002	30
C00898	CAIXA PAPELAO CPCO 14 CORSETTI CEVADA CAP 6 UN	3002	30
C00955	INATIVO - CAIXA PAPELAO CPG 25 GERMANI BISCOITO EMPILHADO	3002	30
C00956	INATIVO -CAIXA PAPELAO CPC 09 COROA BISCOITO BICOLORI/MILLEFOGLIE	3002	30
C01045	CAIXA PAPELAO CPL 03 LEVIT COOKIES	3002	30
C01076	CAIXA PAPELAO CPG 40 GERMANI MASSA INSTANTANEA 63 G WA	3002	30
C01077	CAIXA PAPELAO CPG 41 GERMANI EMPILHADOS 345 G	3002	30
C01078	CAIXA PAPELAO CPG 42 GERMANI EMPILHADOS 690 G	3002	30
C01181	CAIXA PAPELAO CPCAT 03 CATTERINO TAVOLETAS	3002	30
C01226	CAIXA PAPELAO CPG 43 GERMANI BISCOITO 300 G	3002	30
C01227	CAIXA PAPELAO CPL 10 LEVIT/GERMANI/COROA	3002	30
C01228	CAIXA PAPELAO CPG 44 GERMANI BISCOITO SOLTO SALGADO	3002	30
C01278	CAIXA PAPELAO CPG 45 GERMANI GRISSINI	3002	30
E00146	BOBINA FILME BBF FILLER BISCOITO MAIZENA 200 G BOPP+BOPP PEROLA	3001	30
E00147	BOBINA FILME BBG GERMANI BISCOITO BROA DE MILHO 300 G BOPP+PP	3001	30
E00148	BOBINA FILME BBG GERMANI BISCOITO CHOCOLATE 350 G BOPP+PP	3001	30
E00149	BOBINA FILME BBG GERMANI BISCOITO GRISSINI 175 G BOPP+BOPP	3001	30
E00150	BOBINA FILME BBG GERMANI BISCOITO MIGNON 200 G BOPP+PP	3001	30
E00151	BOBINA FILME BBG GERMANI BISCOITO ROSCA DE CHOCOLATE 280 G BOPP+PP	3001	30
E00152	BOBINA FILME BBG GERMANI BISCOITO ROSCA DE LEITE 300 G BOPP+PP	3001	30
E00153	BOBINA FILME BBG GERMANI BISCOITO SORTIDO 400 G BOPP + PP	3001	30
E00154	BOBINA FILME BBG GERMANI BISCOITO SORTIDO 800 G BOPP+PP	3001	30
E00155	BOBINA FILME BBG GERMANI BISCOITO SUZI CROCK 200 G BOPP + PP	3001	30
E00156	BOBINA FILME BMG GERMANI MASSA COM OVOS TORTILHONE 500 G PET+PP	3001	30
E00157	BOBINA FILME BMF FILLER MASSA COM OVOS ESPAGUETE 500 G PET+PP	3001	30
E00158	BOBINA FILME BMF FILLER MASSA COM OVOS PARAFUSO 500 G PET+PP	3001	30
E00159	BOBINA FILME BMG GERMANI MASSA SEM OVOS PARAFUSO 500 G PET+PP	3001	30
E00160	BOBINA FILME INTERNO BI 245 MM 30µ SE BOPP BISC. EMPIL	3001	30
E00161	BOBINA FILME BIG GERMANI MI CARNE 63 G BOPP+PP	3001	30
E00162	BOBINA FILME BIG GERMANI MI GALINHA CAIPIRA 63 G BOPP + PP	3001	30
E00163	BOBINA FILME BMG GERMANI MASSA COM OVOS ESPAGUETE 500 G PET+PP	3001	30
E00164	BOBINA FILME BMG GERMANI MASSA SEM OVOS ESPAGUETE 500 G PET+PP	3001	30
E00165	BOBINA FILME BMG GERMANI MASSA SEM OVOS ESPAGUETE 1000 G PET+PP	3001	30
E00166	BOBINA FILME BMG GERMANI MASSA COM OVOS MACARRAO RIGATTI 500 G PET+PP	3001	30
E00167	BOBINA FILME BMG GERMANI MASSA COM OVOS PARAFUSO 500 G PET+PP	3001	30
E00168	BOBINA FILME BMG GERMANI MASSA SEM OVOS PARAFUSO 1000 G PET+PP	3001	30
E00169	BOBINA FILME BMG GERMANI MASSA COM OVOS PENNE 500 G PET+PP	3001	30
E00170	BOBINA FILME BMG GERMANI MASSA SEM OVOS PENNE 500 G PET+PP	3001	30
E00171	BOBINA FILME BIG GERMANI MI GALINHA 63 G BOPP+PP	3001	30
E00172	BOBINA FILME BIG GERMANI MI INTEGRAL LEGUMES 63 G BOPP+PP	3001	30
E00173	BOBINA FILME BIG GERMANI MI TOMATE MANJERICAO 63 G BOPP+PP	3001	30
E00174	BOBINA FILME BBG GERMANI BISCOITO NATA 180 G G PET+PP	3001	30
E00175	BOBINA FILME BML LEVIT MACA DESIDRATADA 100 G PET METALIZADO + PE	3001	30
E00176	BOBINA FILME BFC CORSETTI FARINHA MANDIOCA 1000 G PE	3001	30
E00177	BOBINA FILME BFG GERMANI FAROFA . 500 G PE+PET METALIZADO + MATE	3001	30
E00178	BOBINA FILME BPC PERDIZ POLENTA INSTANTANEA TEMPERADA 500 G G BOPP	3001	30
E00179	BOBINA FILME BCG GERMANI FARINHA MANDIOCA 500 G PE	3001	30
E00180	BOBINA FILME BCC CORSETTI FARINHA MANDIOCA TORRADA 500 G PE	3001	30
E00181	BOBINA FILME BCC CEREALVITA FARELO TRIGO 250 G PE	3001	30
E00182	BOBINA FILME BCG GERMANI TRIGO KIBE 500 G PE	3001	30
E00183	BOBINA FILME BCG GERMANI CANJIQUINHA MILHO 500 G PE	3001	30
E00184	BOBINA FILME BCG GERMANI CANJICA TRIGO 500 G PE	3001	30
E00185	BOBINA FILME BCC CORSETTI CEVADINHA . 500 G PE	3001	30
E00186	BOBINA FILME BCC CORSETTI ERVILHA PARTIDA 500 G PE	3001	30
E00187	BOBINA FILME BCG GERMANI MILHO PIPOCA NACIONAL 400 G PE	3001	30
E00188	BOBINA FILME BCC CORSETTI CEVADA TORRADA 500 G BOPP+PE	3001	30
E00189	BOBINA FILME BCC CERAL VITA LINHACA . 200 G BOPP + PP	3001	30
E00190	BOBINA FILME BCC PERDIZ CREME DE MILHO 1000 G PE	3001	30
E00191	BOBINA FILME BBG GERMANI BISCOITO CREAM CRACKER 200 G BOPP + PP	3001	30
E00192	BOBINA FILME BMC COROA MASSA ESPAGUETE COM OVOS 500 G PET+PP	3001	30
E00193	BOBINA FILME BMC COROA MASSA PARAFUSO COM OVOS 500 G PET+PP	3001	30
E00194	BOBINA FILME BMC COROA MASSA PENNE C/ OVOS 500 G PET+PP	3001	30
E00195	BOBINA FILME BIC COROA MACARRAO INSTANTANEO CARNE CREMOSO 64,8 G BOPP+PP	3001	30
E00196	BOBINA FILME BIC COROA MACARRAO INSTANTANEO GALINHA CREMOSO 64,8 G BOPP+PP	3001	30
E00197	BOBINA FILME BIC COROA MACARRAO INSTANTANEO QUEIJO CREMOSO 64,8 G BOPP+PP	3001	30
E00198	BOBINA FILME BFG GERMANI FAROFA PRONTA 250 G PET METALIZADO+PE	3001	30
E00199	BOBINA FILME BCL LEVIT AVEIA FLOCOS FINOS 500 G BOPP+PP	3001	30
E00200	BOBINA FILME BCL LEVIT FARELO DE AVEIA 500 G BOPP+PP	3001	30
E00201	BOBINA FILME BCL AVEIA FLOCOS LEVIT 500 G BOPP+PP	3001	30
E00202	BOBINA FILME BBG GERMANI BISCOITO MAIZENA 200 G BOPP+PP	3001	30
E00203	BOBINA FILME BCS CORSETTI SOPA SABOR CARNE 190 G PET+BOPP METAL	3001	30
E00204	BOBINA FILME BCS CORSETTI SOPA SABOR FRANGO 190 G PET+BOPP METAL	3001	30
E00205	BOBINA FILME BCS CORSETTI CANJA SABOR GALINHA CAIPIRA 190 G PET+BOPP M	3001	30
E00206	BOBINA FILME BBL LEVIT BISCOITO CACAU E CEREAIS 160 G BOPP+BOPP PEROLA	3001	30
E00207	BOBINA FILME BBL LEVIT BISCOITO LEITE 145 G BOPP+BOPP PEROLA	3001	30
E00208	BOBINA FILME BBL LEVIT BISCOITO FRUTAS E CEREAIS 145 G BOPP+BOPP PEROL	3001	30
E00209	BOBINA FILME BBL LEVIT COOKIES CACAU COM GOTAS 150 G BOPP MATE + BOPP	3001	30
E00210	BOBINA FILME BBL LEVIT COOKIES LARANJA 150 G BOPP MATE+BOPP PEROLA	3001	30
E00211	BOBINA FILME BBL LEVIT COOKIES AVEIA E MEL 150 G BOPP MATE+BOPP PEROLA	3001	30
E00212	BOBINA FILME BMSF SANTA FELICIDADE MASSA ESPAGUETE COM OVOS 500 G PET+PP	3001	30
E00213	BOBINA FILME BMSF SANTA FELICIDADE MASSA PARAFUSO COM OVOS 500 G PET+PP	3001	30
E00214	BOBINA FILME BMSF SANTA FELICIDADE MASSA ESPAGUETE SEM OVOS 500 G PET+PP	3001	30
E00215	BOBINA FILME BMSF SANTA FELICIDADE MASSA PARAFUSO SEM OVOS 500 G PET+PP	3001	30
E00216	BOBINA FILME BMT YPIRANGA MASSA PARAFUSO 500 G BOPP+PP	3001	30
E00217	BOBINA FILME BMT YPIRANGA MASSA ESPAGUETE 500 G BOPP+PP	3001	30
E00218	BOBINA FILME BMT YPIRANGA BISCOITO CREAM CRACKER 400 G BOPP MONOCAMADA	3001	30
E00219	BOBINA FILME BBT YPIRANGA BISCOITO MARIA 400 G BOPP MONOCAMADA	3001	30
E00220	BOBINA FILME BBC COROA BISCOITO TRICKS 100 G BOPP + PP	3001	30
E00221	BOBINA FILME BBC COROA BISCOITO BICOLORI BANOFFEE 150 G PET METALIZADO	3001	30
E00222	BOBINA FILME BBC COROA BISCOITO BICOLORI CAPPUCCINO 150 G PET METALIZADO	3001	30
E00223	EXCLUIR BOBINA FILME BCC SOBERANA FARINHA DE AVEIA 500 G BOPP+PP	3001	30
E00224	BOBINA FILME BBC COROA BISCOITO MILLEFOGLIE 180 G PET + PP	3001	30
E00225	BOBINA FILME BBG GERMANI BISCOITO LIMAO 180 G PET+PP	3001	30
